City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Buta,2.79,24.73,66.94,93,20,1.81,CD,1595825156
Kuruman,-27.45,23.43,37.0,68,0,10.67,ZA,1595825158
Gisborne,-38.65,178.0,55.0,64,10,1.99,NZ,1595825159
Bilibino,68.05,166.44,80.37,34,95,19.06,RU,1595825160
Valparaíso,-33.04,-71.63,54.0,64,100,14.92,CL,1595825161
Tiksi,71.69,128.87,38.53,90,99,7.36,RU,1595825162
Bluff,-46.6,168.33,39.0,83,0,3.0,NZ,1595825163
Saint George,37.1,-113.58,93.2,13,1,6.93,US,1595825165
Katsuura,35.13,140.3,84.0,94,75,18.34,JP,1595825017
Ribeira Grande,38.52,-28.7,73.09,90,12,4.32,PT,1595825167
Roald,62.58,6.13,59.0,77,100,9.17,NO,1595824945
Tuktoyaktuk,69.45,-133.04,62.6,77,75,11.41,CA,1595825169
Cherskiy,68.75,161.3,49.87,68,64,27.09,RU,1595825008
Hithadhoo,-0.6,73.08,82.96,69,84,5.93,MV,1595825171
Provideniya,64.38,-173.3,50.0,87,90,17.9,RU,1595825173
Olafsvik,64.89,-23.71,46.81,74,17,8.25,IS,1595824986
Nanortalik,60.14,-45.24,42.71,87,17,3.33,GL,1595825176
Avarua,-21.21,-159.78,69.8,88,65,5.82,CK,1595825177
Souillac,-20.52,57.52,71.6,73,75,14.99,MU,1595825178
Katangli,51.71,143.23,61.0,76,59,9.84,RU,1595825179
Arraial do Cabo,-22.97,-42.03,71.06,89,46,14.16,BR,1595825180
Aranos,-24.13,19.12,45.3,56,0,10.07,NA,1595825181
Kānker,20.27,81.49,88.57,56,89,5.14,IN,1595825185
Qaanaaq,77.48,-69.36,39.47,72,0,1.25,GL,1595825186
Maragogi,-9.01,-35.22,73.36,80,74,11.63,BR,1595825021
General Roca,-39.03,-67.58,41.0,61,0,2.24,AR,1595825188
Barrow,71.29,-156.79,51.8,87,90,26.4,US,1595825189
Udachny,66.42,112.4,42.8,75,90,8.95,RU,1595825190
Jamestown,42.1,-79.24,69.8,83,1,6.22,US,1595825192
Stokmarknes,68.56,14.91,64.0,64,45,8.01,NO,1595825194
Sur,22.57,59.53,91.36,57,64,6.91,OM,1595825195
Vostok,46.49,135.88,78.98,54,37,4.0,RU,1595825196
Korla,41.76,86.15,92.52,18,0,6.17,CN,1595824970
Okhotsk,59.38,143.3,64.87,69,1,11.25,RU,1595825198
Lensk,60.73,114.93,74.23,46,100,11.23,RU,1595825199
Port Alfred,-33.59,26.89,53.87,69,74,5.23,ZA,1595825201
San Quintín,30.48,-115.95,67.15,85,0,12.88,MX,1595825202
Asău,46.43,26.4,66.99,79,91,3.62,RO,1595825203
Tuatapere,-46.13,167.68,39.0,83,20,3.0,NZ,1595824981
Lorengau,-2.02,147.27,83.64,76,41,5.1,PG,1595825205
San Patricio,19.22,-104.7,78.71,82,98,2.28,MX,1595825206
Lebu,-37.62,-73.65,47.23,83,58,7.58,CL,1595824908
Carambeí,-24.92,-50.1,52.21,99,100,3.27,BR,1595825209
Elesbão Veloso,-6.2,-42.14,69.3,59,91,4.56,BR,1595825210
Vrangel',42.73,133.08,67.06,89,96,11.61,RU,1595825212
Lundazi,-12.29,33.18,55.22,75,70,10.94,ZM,1595825213
Sevierville,35.87,-83.56,73.4,94,20,2.91,US,1595825214
Necochea,-38.55,-58.74,46.0,81,89,5.99,AR,1595825215
Amga,60.9,131.96,80.24,37,100,1.92,RU,1595825216
Porto Santo,33.07,-16.34,68.0,88,40,11.41,PT,1595825217
Cidreira,-30.18,-50.21,55.11,88,74,6.15,BR,1595824944
Saint Paul Harbor,57.79,-152.41,60.8,72,1,5.82,US,1595825219
Itarema,-2.92,-39.92,75.04,86,90,12.84,BR,1595825220
Catuday,16.29,119.81,84.83,71,0,6.58,PH,1595825221
Mehamn,71.04,27.85,68.0,56,9,3.36,NO,1595824965
Hasaki,35.73,140.83,84.2,74,75,13.87,JP,1595825224
Coquimbo,-29.95,-71.34,50.0,81,97,3.36,CL,1595825225
Kavieng,-2.57,150.8,84.42,68,100,3.0,PG,1595824924
Monrovia,6.3,-10.8,75.65,80,80,8.08,LR,1595825227
Maniitsoq,65.42,-52.9,45.5,93,97,4.65,GL,1595825228
Dikson,73.51,80.55,38.52,87,95,14.23,RU,1595825230
Walvis Bay,-22.96,14.51,69.8,26,0,16.11,NA,1595825231
Paamiut,61.99,-49.67,44.15,92,53,2.77,GL,1595824925
Ţahţā,26.77,31.5,82.4,51,0,18.34,EG,1595825234
Algarrobo,10.19,-74.58,75.0,87,100,3.0,CO,1595825235
Beloha,-25.17,45.05,60.94,74,0,5.35,MG,1595825236
Butaritari,3.07,172.79,82.65,78,47,12.39,KI,1595825237
Lucapa,-8.42,20.74,58.68,43,38,4.32,AO,1595825238
St. George's,12.06,-61.75,82.4,78,20,5.82,GD,1595825239
Ulagan,50.63,87.96,71.01,42,97,2.35,RU,1595825241
Los Llanos de Aridane,28.66,-17.92,71.6,73,90,13.87,ES,1595825242
Bengkulu,-3.8,102.27,85.51,61,2,10.6,ID,1595825016
Otradnoye,59.78,30.82,69.01,82,18,4.47,RU,1595825245
Espera Feliz,-20.65,-41.91,62.15,94,69,1.61,BR,1595825246
Lagoa,39.05,-27.98,72.21,93,0,5.61,PT,1595824917
Pochutla,15.74,-96.47,80.01,78,100,4.59,MX,1595825248
Severo-Kuril'sk,50.68,156.12,53.51,85,92,17.63,RU,1595825249
Yining,29.04,114.56,82.81,85,100,3.04,CN,1595825250
Tymovskoye,50.85,142.66,68.86,61,76,2.55,RU,1595825251
Port Hedland,-20.32,118.57,82.4,10,22,13.87,AU,1595825252
Pacific Grove,36.62,-121.92,60.8,82,1,4.7,US,1595825160
Chicla,-11.71,-76.27,45.03,59,10,3.18,PE,1595825255
Andenes,69.31,16.12,60.8,67,50,9.17,NO,1595825256
Manali,13.17,80.27,91.4,59,20,9.17,IN,1595825257
Tura,25.52,90.22,85.98,76,72,4.52,IN,1595825258
Nagato,34.38,131.2,78.8,100,75,12.75,JP,1595825261
Miraflores,19.22,-98.81,66.2,63,20,5.82,MX,1595825264
Hobyo,5.35,48.53,80.67,66,32,20.2,SO,1595825265
Road Town,18.42,-64.62,82.0,86,84,7.0,VG,1595825101
Mar del Plata,-38.0,-57.56,53.01,81,100,10.29,AR,1595825209
Antofagasta,-23.65,-70.4,51.8,81,40,2.24,CL,1595825269
Longuenesse,50.73,2.24,60.01,96,100,7.0,FR,1595825270
Saint-Ambroise,48.55,-71.33,66.99,93,75,2.24,CA,1595825271
Finale Ligure,44.17,8.34,70.0,100,20,12.75,IT,1595825272
Hilo,19.73,-155.09,82.4,69,90,6.93,US,1595825222
Genk,50.97,5.5,62.01,73,87,4.94,BE,1595825274
Rio Grande,-32.03,-52.1,46.0,96,28,7.47,BR,1595825077
Stege,54.99,12.28,61.0,76,58,8.88,DK,1595825276
Vozhega,60.47,40.22,66.58,61,0,0.83,RU,1595824947
Hong Kong,22.29,114.16,91.0,62,67,15.99,HK,1595825010
Diamantino,-14.41,-56.45,67.28,47,0,3.62,BR,1595825280
Kruisfontein,-34.0,24.73,49.73,75,85,2.62,ZA,1595825281
Kwang Binh,17.48,106.6,99.03,43,93,2.28,VN,1595825189
Bilma,18.69,12.92,85.12,21,15,4.47,NE,1595824999
Chute-aux-Outardes,49.12,-68.4,57.2,100,1,2.24,CA,1595825284
Kalabo,-14.97,22.68,48.34,69,1,5.1,ZM,1595825285
Ixtapa,20.7,-105.2,82.4,83,75,1.21,MX,1595824944
San Policarpo,12.18,125.51,85.42,72,89,6.38,PH,1595825287
Oranjemund,-28.55,16.43,54.18,83,0,5.1,NA,1595825289
Vila,42.03,-8.16,61.0,88,0,1.01,PT,1595825290
Uray,60.12,64.78,69.12,56,39,8.72,RU,1595825291
Nālūt,30.33,10.85,74.08,39,0,8.77,LY,1595825292
Marsá Maţrūḩ,31.35,27.25,71.6,88,40,5.82,EG,1595825293
Praia,14.92,-23.51,77.0,78,20,10.29,CV,1595825294
Ilām,26.92,87.92,80.6,100,75,3.36,NP,1595824940
Fairbanks,64.84,-147.72,68.0,48,75,10.29,US,1595824806
Krasnoarmiys'k,48.28,37.18,76.55,35,93,12.84,UA,1595825297
Rosarito,32.33,-117.03,68.0,88,75,4.7,MX,1595825298
Kondinskoye,59.65,67.41,68.09,57,28,8.3,RU,1595825299
Saskylakh,71.92,114.08,41.27,88,100,14.52,RU,1595825302
Itaí,-23.42,-49.09,56.44,94,66,6.71,BR,1595825058
Kasongo-Lunda,-6.47,16.82,62.83,48,76,1.99,CD,1595825304
Price,39.6,-110.81,77.0,25,1,8.05,US,1595825305
Port Hardy,50.7,-127.42,64.4,82,20,6.93,CA,1595825306
Koygorodok,60.45,51.0,73.78,53,34,1.36,RU,1595825307
Leningradskiy,69.38,178.42,48.81,86,72,15.59,RU,1595824919
Sungai Raya,0.7,108.9,84.33,72,99,6.46,ID,1595825309
Bundaberg,-24.85,152.35,69.8,40,26,6.93,AU,1595825311
Mahanoro,-19.9,48.8,66.07,74,52,4.76,MG,1595825312
Mount Isa,-20.73,139.5,73.4,20,0,13.87,AU,1595825313
Batagay-Alyta,67.8,130.41,64.08,33,70,12.37,RU,1595825315
Gao,16.64,1.64,89.76,42,39,7.36,ML,1595825316
Otane,-39.88,176.63,51.01,72,0,1.99,NZ,1595825320
Vestmanna,62.16,-7.17,46.4,87,100,14.99,FO,1595825321
Dunedin,-45.87,170.5,51.01,74,0,8.01,NZ,1595824929
Longyearbyen,78.22,15.64,59.0,72,3,2.24,SJ,1595824878
Clyde River,70.47,-68.59,42.8,93,90,10.29,CA,1595825324
Tabou,4.42,-7.35,73.53,86,92,8.37,CI,1595825325
Kangaatsiaq,68.31,-53.46,44.01,94,100,21.34,GL,1595825326
Odienné,9.51,-7.57,69.42,95,91,2.68,CI,1595825327
Verkh-Usugli,52.7,115.17,82.17,41,37,13.27,RU,1595825328
San Lorenzo,-25.33,-57.53,59.0,67,77,5.35,PY,1595825330
Sandviken,60.62,16.77,64.99,88,87,3.0,SE,1595825331
Geraldton,-28.77,114.6,75.2,23,0,16.11,AU,1595824968
Parrita,9.52,-84.32,69.8,100,75,2.24,CR,1595825333
Constitución,-35.33,-72.42,49.42,78,100,6.82,CL,1595824733
Raudeberg,61.99,5.14,57.2,87,75,18.34,NO,1595825335
Severodvinsk,64.56,39.83,68.0,77,20,2.24,RU,1595825336
Minot,48.23,-101.3,66.2,59,1,9.17,US,1595825099
Vao,-22.67,167.48,71.26,82,18,16.11,NC,1595825338
Padang,-0.95,100.35,84.2,74,20,4.7,ID,1595825013
Iqaluit,63.75,-68.51,44.6,93,40,1.39,CA,1595824842
Deputatsky,69.3,139.9,55.96,67,90,4.09,RU,1595825342
Mattru,7.62,-11.83,71.85,92,100,1.59,SL,1595825343
Milan,45.46,9.19,73.99,78,0,2.24,IT,1595825345
Matai,-8.3,31.52,50.0,93,49,5.39,TZ,1595825346
Anaco,9.44,-64.47,73.89,91,89,2.86,VE,1595825347
Ponta Delgada,37.73,-25.67,69.8,94,75,5.82,PT,1595825348
Rawson,-43.3,-65.1,40.91,79,92,12.86,AR,1595824979
Kahului,20.89,-156.47,82.4,74,75,5.82,US,1595824959
Cobija,-11.03,-68.77,68.56,78,10,1.88,BO,1595825353
Slave Lake,55.28,-114.77,68.0,72,1,4.7,CA,1595825138
Constantine,36.37,6.61,71.6,46,0,4.7,DZ,1595825355
Shetpe,44.17,52.12,82.58,19,63,19.28,KZ,1595825356
Piney Green,34.72,-77.32,80.01,83,1,6.93,US,1595825357
San Cristobal,7.77,-72.22,63.88,85,71,2.3,VE,1595825358
Petrovskoye,57.01,39.27,65.16,81,42,4.99,RU,1595825359
Itacoatiara,-3.14,-58.44,73.4,94,0,1.5,BR,1595825360
Ayorou,14.73,0.92,86.18,55,1,10.94,NE,1595825361
Yoichi,43.2,140.77,68.0,82,75,16.11,JP,1595825362
Røros,62.57,11.38,53.6,100,100,6.93,NO,1595825364
Izberbash,42.57,47.86,80.6,74,2,8.95,RU,1595825365
Lázaro Cárdenas,17.96,-102.2,78.6,80,48,3.42,MX,1595825366
Tuy Hoa,13.08,109.3,92.88,52,52,5.66,VN,1595825367
Riyadh,24.69,46.72,91.4,31,32,4.7,SA,1595825022
Airai,-8.93,125.41,72.52,55,57,5.53,TL,1595824965
Champerico,14.3,-91.92,80.15,81,100,8.52,GT,1595825370
Mauguio,43.62,4.01,68.0,72,0,6.93,FR,1595825371
Yumen,40.28,97.2,86.47,15,0,7.11,CN,1595825372
Esil,51.96,66.4,68.32,62,50,11.86,KZ,1595825374
Hamilton,39.18,-84.53,80.01,83,1,5.7,US,1595824971
Pangnirtung,66.15,-65.71,51.15,71,100,2.8,CA,1595825376
Ponta do Sol,32.67,-17.1,68.0,72,20,11.41,PT,1595825377
Kavaratti,10.57,72.64,84.2,74,20,6.93,IN,1595825378
Iranshahr,27.2,60.68,95.0,41,30,7.0,IR,1595825379
Coyhaique,-45.58,-72.07,30.2,86,24,1.12,CL,1595825380
Trogir,43.51,16.25,69.8,64,0,3.36,HR,1595825381
Farim,12.48,-15.22,74.46,96,100,5.08,GW,1595825382
Dutlwe,-23.98,23.9,41.7,61,0,6.91,BW,1595825384
Baiyin,36.56,104.21,82.4,21,20,6.71,CN,1595825385
Teyateyaneng,-29.15,27.75,31.68,90,43,0.78,LS,1595825386
Sladkovo,55.53,70.34,67.5,50,31,7.11,RU,1595825387
Lokachi,50.74,24.65,66.0,98,38,4.36,UA,1595825391
Cap Malheureux,-19.98,57.61,73.0,69,90,10.0,MU,1595825392
Berlevåg,70.86,29.09,68.0,56,3,3.36,NO,1595825393
Sittwe,20.15,92.9,86.5,75,90,9.26,MM,1595825394
Belmonte,-15.86,-38.88,69.8,83,20,2.24,BR,1595824928
Zabul Province,32.25,67.25,82.65,33,0,16.24,AF,1595825396
Abu Samrah,35.3,37.18,84.79,27,71,2.48,SY,1595825397
Kawalu,-7.38,108.21,78.76,69,91,4.54,ID,1595825020
Coolum Beach,-26.53,153.1,66.99,55,43,4.0,AU,1595825399
Beira,-19.84,34.84,60.8,100,40,5.82,MZ,1595825401
Iki-Burul,45.82,44.65,75.2,23,61,8.95,RU,1595825402
Makkah al Mukarramah,21.43,39.83,91.53,44,52,4.38,SA,1595825128
Fraserburgh,57.69,-2.02,44.01,66,85,1.01,GB,1595825404
Hwange,-18.37,26.5,47.48,58,0,2.08,ZW,1595825406
Thompson,55.74,-97.86,59.0,100,75,6.64,CA,1595825407
Bambanglipuro,-7.95,110.28,82.17,61,29,15.61,ID,1595825408
Chicama,-7.84,-79.15,62.1,79,51,4.61,PE,1595825410
Samarai,-10.62,150.67,80.17,83,28,10.6,PG,1595824934
Vanavara,60.34,102.28,74.08,44,72,6.08,RU,1595825412
Flin Flon,54.77,-101.86,58.17,84,3,6.44,CA,1595825413
Alekseyevka,50.63,38.69,69.67,58,75,9.48,RU,1595825414
Rio Claro,-22.41,-47.56,60.28,79,0,3.02,BR,1595825415
Bāsudebpur,21.14,86.74,96.75,45,90,8.99,IN,1595825416
Paratinga,-12.69,-43.18,64.62,79,0,3.0,BR,1595825417
Douglas,41.3,-96.17,73.4,94,90,8.05,US,1595825330
Bonavista,48.65,-53.11,57.78,96,100,14.79,CA,1595824921
Paraúna,-16.95,-50.45,63.66,54,0,4.43,BR,1595825421
Batetskiy,58.65,30.3,62.85,71,0,3.29,RU,1595825422
Avera,33.19,-82.53,77.0,100,1,3.36,US,1595824992
Richards Bay,-28.78,32.04,63.12,78,92,10.92,ZA,1595825424
Buluang,13.31,123.34,88.2,66,31,3.2,PH,1595825425
Ancud,-41.87,-73.82,37.99,74,75,3.36,CL,1595824960
Hualmay,-11.1,-77.61,59.04,85,29,6.55,PE,1595825427
Yar-Sale,66.83,70.83,56.7,62,97,10.67,RU,1595825429
Luxor,25.7,32.64,82.4,39,0,8.08,EG,1595825430
Biltine,14.53,20.92,79.97,73,59,18.61,TD,1595825431
Seoul,37.57,126.98,77.0,88,90,1.9,KR,1595824936
Sorong,-0.88,131.25,82.24,83,85,10.09,ID,1595825433
Mt. Pleasant,32.79,-79.86,79.0,100,1,4.5,US,1595825346
Acton Vale,45.65,-72.57,77.0,93,48,1.01,CA,1595825299
Quzhou,28.96,118.87,92.55,60,100,3.62,CN,1595825436
Kati,12.74,-8.07,75.2,94,20,2.24,ML,1595825438
Marabu,4.41,114.01,87.8,74,40,5.82,MY,1595825140
Biak,-0.91,122.88,82.36,67,81,11.5,ID,1595825440
Pendleton,45.67,-118.79,75.99,25,1,6.93,US,1595825442
Pisco,-13.7,-76.22,60.8,82,90,9.17,PE,1595824922
Daru,-9.08,143.21,79.2,86,36,17.13,PG,1595824947
Slonim,53.09,25.32,65.62,88,55,2.06,BY,1595825446
Kutulik,53.35,102.78,78.98,46,44,0.98,RU,1595825449
Dingle,11.0,122.67,88.3,66,44,3.98,PH,1595825450
Chililabombwe,-12.36,27.82,48.06,79,13,4.79,ZM,1595825451
Sal Rei,16.18,-22.92,77.0,73,40,10.29,CV,1595825452
Kaeo,-35.1,173.78,57.0,13,48,3.0,NZ,1595825453
Pangani,-5.43,38.97,72.07,81,23,13.31,TZ,1595825454
Hashimoto,34.32,135.62,89.01,70,75,17.22,JP,1595825455
Nizwá,22.93,57.53,89.02,47,88,3.6,OM,1595825038
Dicabisagan,17.08,122.42,89.31,61,38,5.66,PH,1595825458
Port Blair,11.67,92.75,86.61,68,100,4.85,IN,1595825459
Ulaangom,49.98,92.07,76.69,33,7,5.41,MN,1595825460
Alta,69.97,23.27,62.6,72,0,9.17,NO,1595825461
Khanbari,27.37,87.2,83.93,62,90,2.33,NP,1595825415
Ajuchitlán,20.72,-100.02,64.4,82,75,6.93,MX,1595825463
Yuncheng,35.02,110.99,88.48,49,6,5.46,CN,1595825465
Opuwo,-18.06,13.84,50.92,46,0,8.23,NA,1595825466
Noumea,-22.28,166.46,82.4,51,2,8.05,NC,1595825468
Ashland,40.82,-82.27,75.2,83,1,5.82,US,1595825469
Domoni,-12.26,44.53,73.06,82,100,14.14,KM,1595825470
Sol'vychegodsk,61.33,46.92,67.21,72,79,2.59,RU,1595825471
Leninsk,48.71,45.2,77.0,36,0,8.95,RU,1595825472
Meridian,43.61,-116.39,75.0,46,1,0.78,US,1595825470
Talnakh,69.49,88.4,59.0,47,77,13.42,RU,1595824955
Grão Mogol,-16.56,-42.89,57.7,100,23,3.44,BR,1595825476
Khilok,51.37,110.47,62.22,91,100,2.35,RU,1595825477
Ust'-Karsk,52.7,118.81,93.97,28,1,10.38,RU,1595825478
Inírida,3.87,-67.92,73.06,98,100,2.71,CO,1595825479
Zhigansk,66.77,123.37,55.51,58,68,11.25,RU,1595825480
Prestea,5.43,-2.14,69.62,95,27,2.44,GH,1595825481
Lohr a. Main,49.99,9.58,62.01,96,40,1.88,DE,1595825482
Grand Gaube,-20.01,57.66,73.0,69,90,10.0,MU,1595825483
Kutum,14.2,24.67,76.75,47,83,4.05,SD,1595825042
Sambava,-14.27,50.17,70.18,84,100,13.65,MG,1595825486
Hay River,60.82,-115.8,69.8,77,40,4.7,CA,1595825487
Key West,24.56,-81.78,82.4,78,90,23.04,US,1595825299
San Jose de Guanipa,8.89,-64.17,76.33,85,100,4.83,VE,1595825489
Mata,40.68,-7.46,62.01,89,0,1.68,PT,1595825490
Qaqortoq,60.72,-46.03,46.4,87,9,8.05,GL,1595824934
Suclayin,15.76,121.55,90.48,58,19,5.99,PH,1595825492
Meulaboh,4.14,96.13,85.73,62,98,4.74,ID,1595825494
Riachão das Neves,-11.75,-44.91,63.52,75,2,2.95,BR,1595825496
Morant Bay,17.88,-76.41,86.0,70,20,11.41,JM,1595825497
Oistins,13.07,-59.53,82.06,80,62,15.35,BB,1595825498
Libreville,0.39,9.45,75.2,88,20,8.05,GA,1595825499
Itaituba,-4.28,-55.98,73.24,63,0,1.12,BR,1595825465
Quelimane,-17.88,36.89,59.0,100,75,3.89,MZ,1595825501
Eureka,40.8,-124.16,57.0,100,34,0.58,US,1595825502
Nosy Varika,-20.58,48.53,65.21,73,1,3.02,MG,1595825504
Antsohihy,-14.88,47.99,67.89,83,100,8.41,MG,1595825505
Burns Lake,54.23,-125.75,62.76,56,0,5.23,CA,1595825506
Hebi,35.9,114.19,82.0,61,64,9.17,CN,1595825507
Cayenne,4.93,-52.33,75.2,100,29,2.24,GF,1595825241
Båtsfjord,70.63,29.72,64.4,63,2,5.82,NO,1595825510
Muhos,64.81,25.99,60.01,87,19,8.05,FI,1595825511
